station,fraction,species,raw_density,density_50cm3
st6,100-125,Globocassidulina sp.,0,0
st6,100-125,Glomospira sp.,8,6.287602690050187
st6,100-125,Haplophragmoides sp.,0,0
st6,100-125,Hippocrepina sp. ,0,0
st6,100-125,Hormosina globulifera,0,0
st6,100-125,Hyalinonetrion sp.,0,0
st6,100-125,Islandiella helenae,3,2.35785100876882
st6,100-125,Islandiella norcrossi,12,9.43140403507528
st6,100-125,Islandiella sp.,3,2.35785100876882
st6,100-125,Labrospira crassimargo,0,0
st6,100-125,Lagena striata,0,0
st6,100-125,Lagenammina atlantica,10,7.859503362562734
st6,100-125,Leptohalysis scottii ,0,0
st6,100-125,Lotostomoides calomorpha,0,0
st6,100-125,Melonis cf. barleeanus,301,236.57105121313828
st6,100-125,Miliolinella circularis,0,0
st6,100-125,Miliolinella sp.,6,4.71570201753764
st6,100-125,Miliolinella sp. (juvenile),0,0
st6,100-125,Nonion commune,0,0
st6,100-125,Nonion sp.,0,0
st6,100-125,Nonionella digitata,0,0
st6,100-125,Nonionella turgida,0,0
st6,100-125,Nonionellina labradorica,29,22.792559751431927
st6,100-125,Paratrochammina sp.,2,1.5719006725125468
st6,100-125,Procerolagena gracilis,2,1.5719006725125468
st6,100-125,Psammosphaera fusca,0,0
st6,100-125,Pullenia cf. osloensis,366,287.65782306979605
st6,100-125,Pyrgo williamsoni,0,0
st6,100-125,Pyrulina cylindroides,0,0
st6,100-125,Pyrulina sp.,0,0
st6,100-125,Quinqueloculina arctica,0,0
st6,100-125,Quinqueloculina seminula,24,18.86280807015056
st6,100-125,Quinqueloculina stalkeri,10,7.859503362562734
st6,100-125,Recurvoides turbinatus,8,6.287602690050187
st6,100-125,Reophax catella,0,0
st6,100-125,Reophax fusiformis,17,13.361155716356645
st6,100-125,Reophax scorpiurus,0,0
st6,100-125,Reophax sp. ,0,0
st6,100-125,Robertina arctica,0,0
st6,100-125,Saccammina cf. sphaerica,0,0
st6,100-125,Silicosigmoilina groenlandica,1,0.7859503362562734
st6,100-125,Siphonaperta agglutinata,1,0.7859503362562734
st6,100-125,Spiroplectammina biformis,67,52.65867252917032
st6,100-125,Stainforthia feylingi,0,0
st6,100-125,Stainforthia loeblichi,22,17.290907397638016
st6,100-125,Textularia earlandi,121,95.09999068700907
st6,100-125,Textularia torquata,0,0
st6,100-125,Trifarina fluens,0,0
st6,100-125,Triloculina oblonga,0,0
st6,100-125,Triloculina trihedra,0,0
st6,100-125,Trochammina inflata,3,2.35785100876882
st6,100-125,Trochammina sp.,0,0
st6,125-150,Adercotryma glomeratum,176,138.32725918110413
st6,125-150,Ammodiscus sp.,5,3.929751681281367
st6,125-150,Ammonia sp.,0,0
st6,125-150,Ammotium cassis,0,0
st6,125-150,Astrononion gallowayi,0,0
st6,125-150,Astrononion sp.,0,0
st6,125-150,Baculogypsinoides sp.,0,0
st6,125-150,Bolivina pseudopunctata,0,0
st6,125-150,Buccella frigida,0,0
st6,125-150,Buccella sp.,0,0
st6,125-150,Capsammina bowmanni,6,4.71570201753764
st6,125-150,Cassidulina neoteretis,0,0
st6,125-150,Cassidulina reniforme,27,21.22065907891938
st6,125-150,Cassidulina sp.,0,0
st6,125-150,Cassidulina sp. morphotype 1,0,0
st6,125-150,Cassidulina sp. morphotype 2,5,3.929751681281367
st6,125-150,Cibicidoides lobatulus,0,0
st6,125-150,Cornuspira foliacea,0,0
st6,125-150,Cornuspira involvens,0,0
st6,125-150,Cornuspira sp.,0,0
st6,125-150,Cuneata arctica,1,0.7859503362562734
st6,125-150,Dentalina ittai,0,0
st6,125-150,Discorbina sp.,0,0
st6,125-150,Discorbinella bertheloti,0,0
st6,125-150,Eggerella advena,1,0.7859503362562734
st6,125-150,Elphidium bartletti,0,0
st6,125-150,Elphidium clavatum,0,0
st6,125-150,Elphidium sp.,0,0
st6,125-150,Epistominella exigua,4,3.1438013450250937
st6,125-150,Eponides sp.,0,0
st6,125-150,Fissurina sp.,0,0
st6,125-150,Globobulimina auriculata,0,0
st6,125-150,Globobulimina sp.,0,0
st6,125-150,Globocassidulina sp.,0,0
st6,125-150,Glomospira sp.,2,1.5719006725125468
st6,125-150,Haplophragmoides sp.,0,0
st6,125-150,Hippocrepina sp. ,1,0.7859503362562734
st6,125-150,Hormosina globulifera,0,0
st6,125-150,Hyalinonetrion sp.,0,0
st6,125-150,Islandiella helenae,6,4.71570201753764
st6,125-150,Islandiella norcrossi,4,3.1438013450250937
st6,125-150,Islandiella sp.,14,11.003304707587827
st6,125-150,Labrospira crassimargo,1,0.7859503362562734
st6,125-150,Lagena striata,0,0
st6,125-150,Lagenammina atlantica,22,17.290907397638016
st6,125-150,Leptohalysis scottii ,0,0
st6,125-150,Lotostomoides calomorpha,0,0
st6,125-150,Melonis cf. barleeanus,17,13.361155716356645
st6,125-150,Miliolinella circularis,0,0
st6,125-150,Miliolinella sp.,3,2.35785100876882
st6,125-150,Miliolinella sp. (juvenile),0,0
st6,125-150,Nonion commune,0,0
st6,125-150,Nonion sp.,0,0
st6,125-150,Nonionella digitata,0,0
st6,125-150,Nonionella turgida,0,0
st6,125-150,Nonionellina labradorica,37,29.080162441482116
st6,125-150,Paratrochammina sp.,0,0
st6,125-150,Procerolagena gracilis,3,2.35785100876882
st6,125-150,Psammosphaera fusca,1,0.7859503362562734
st6,125-150,Pullenia cf. osloensis,18,14.147106052612921
st6,125-150,Pyrgo williamsoni,0,0
st6,125-150,Pyrulina cylindroides,0,0
st6,125-150,Pyrulina sp.,0,0
st6,125-150,Quinqueloculina arctica,0,0
st6,125-150,Quinqueloculina seminula,8,6.287602690050187
st6,125-150,Quinqueloculina stalkeri,13,10.217354371331554
st6,125-150,Recurvoides turbinatus,5,3.929751681281367
st6,125-150,Reophax catella,0,0
st6,125-150,Reophax fusiformis,26,20.43470874266311
st6,125-150,Reophax scorpiurus,0,0
st6,125-150,Reophax sp. ,0,0
st6,125-150,Robertina arctica,0,0
st6,125-150,Saccammina cf. sphaerica,0,0
st6,125-150,Silicosigmoilina groenlandica,3,2.35785100876882
st6,125-150,Siphonaperta agglutinata,1,0.7859503362562734
st6,125-150,Spiroplectammina biformis,1,0.7859503362562734
st6,125-150,Stainforthia feylingi,0,0
st6,125-150,Stainforthia loeblichi,10,7.859503362562734
st6,125-150,Textularia earlandi,1,0.7859503362562734
st6,125-150,Textularia torquata,0,0
st6,125-150,Trifarina fluens,1,0.7859503362562734
st6,125-150,Triloculina oblonga,0,0
st6,125-150,Triloculina trihedra,3,2.35785100876882
st6,125-150,Trochammina inflata,1,0.7859503362562734
st6,125-150,Trochammina sp.,2,1.5719006725125468
st6,>150,Adercotryma glomeratum,234,183.91237868396794
st6,>150,Ammodiscus sp.,4,3.1438013450250937
st6,>150,Ammonia sp.,0,0
st6,>150,Ammotium cassis,3,2.35785100876882
st6,>150,Astrononion gallowayi,0,0
st6,>150,Astrononion sp.,0,0
st6,>150,Baculogypsinoides sp.,0,0
st6,>150,Bolivina pseudopunctata,0,0
st6,>150,Buccella frigida,0,0
st6,>150,Buccella sp.,0,0
st6,>150,Capsammina bowmanni,0,0
st6,>150,Cassidulina neoteretis,1,0.7859503362562734
st6,>150,Cassidulina reniforme,15,11.7892550438441
st6,>150,Cassidulina sp.,0,0
st6,>150,Cassidulina sp. morphotype 1,11,8.645453698819008
st6,>150,Cassidulina sp. morphotype 2,37,29.080162441482116
st6,>150,Cibicidoides lobatulus,0,0
st6,>150,Cornuspira foliacea,0,0
st6,>150,Cornuspira involvens,0,0
st6,>150,Cornuspira sp.,1,0.7859503362562734
st6,>150,Cuneata arctica,0,0
st6,>150,Dentalina ittai,0,0
st6,>150,Discorbina sp.,0,0
st6,>150,Discorbinella bertheloti,0,0
st6,>150,Eggerella advena,0,0
st6,>150,Elphidium bartletti,0,0
st6,>150,Elphidium clavatum,0,0
st6,>150,Elphidium sp.,0,0
st6,>150,Epistominella exigua,2,1.5719006725125468
st6,>150,Eponides sp.,0,0
st6,>150,Fissurina sp.,0,0
st6,>150,Globobulimina auriculata,6,4.71570201753764
st6,>150,Globobulimina sp.,0,0
st6,>150,Globocassidulina sp.,0,0
st6,>150,Glomospira sp.,1,0.7859503362562734
st6,>150,Haplophragmoides sp.,1,0.7859503362562734
st6,>150,Hippocrepina sp. ,0,0
st6,>150,Hormosina globulifera,2,1.5719006725125468
st6,>150,Hyalinonetrion sp.,0,0
st6,>150,Islandiella helenae,26,20.43470874266311
st6,>150,Islandiella norcrossi,25,19.648758406406834
st6,>150,Islandiella sp.,7,5.501652353793913
st6,>150,Labrospira crassimargo,42,33.009914122763476
st6,>150,Lagena striata,0,0
st6,>150,Lagenammina atlantica,4,3.1438013450250937
st6,>150,Leptohalysis scottii ,0,0
st6,>150,Lotostomoides calomorpha,0,0
st6,>150,Melonis cf. barleeanus,0,0
st6,>150,Miliolinella circularis,0,0
st6,>150,Miliolinella sp.,9,7.0735530263064605
st6,>150,Miliolinella sp. (juvenile),0,0
st6,>150,Nonion commune,0,0
st6,>150,Nonion sp.,0,0
st6,>150,Nonionella digitata,0,0
st6,>150,Nonionella turgida,0,0
st6,>150,Nonionellina labradorica,102,80.16693429813988
st6,>150,Paratrochammina sp.,0,0
st6,>150,Procerolagena gracilis,0,0
st6,>150,Psammosphaera fusca,0,0
st6,>150,Pullenia cf. osloensis,0,0
st6,>150,Pyrgo williamsoni,13,10.217354371331554
st6,>150,Pyrulina cylindroides,0,0
st6,>150,Pyrulina sp.,0,0
st6,>150,Quinqueloculina arctica,1,0.7859503362562734
st6,>150,Quinqueloculina seminula,45,35.367765131532295
st6,>150,Quinqueloculina stalkeri,31,24.36446042394447
st6,>150,Recurvoides turbinatus,41,32.223963786507205
st6,>150,Reophax catella,0,0
st6,>150,Reophax fusiformis,65,51.08677185665776
st6,>150,Reophax scorpiurus,5,3.929751681281367
st6,>150,Reophax sp. ,0,0
st6,>150,Robertina arctica,1,0.7859503362562734
st6,>150,Saccammina cf. sphaerica,0,0
st6,>150,Silicosigmoilina groenlandica,1,0.7859503362562734
st6,>150,Siphonaperta agglutinata,17,13.361155716356645
st6,>150,Spiroplectammina biformis,0,0
st6,>150,Stainforthia feylingi,0,0
st6,>150,Stainforthia loeblichi,1,0.7859503362562734
st6,>150,Textularia earlandi,0,0
st6,>150,Textularia torquata,0,0
st6,>150,Trifarina fluens,3,2.35785100876882
st6,>150,Triloculina oblonga,0,0
st6,>150,Triloculina trihedra,2,1.5719006725125468
st6,>150,Trochammina inflata,0,0
st6,>150,Trochammina sp.,0,0
st7,63-100,Adercotryma glomeratum,0,0
st7,63-100,Ammodiscus sp.,0,0
st7,63-100,Ammonia sp.,0,0
st7,63-100,Ammotium cassis,0,0
st7,63-100,Astrononion gallowayi,0,0
st7,63-100,Astrononion sp.,0,0
st7,63-100,Baculogypsinoides sp.,0,0
st7,63-100,Bolivina pseudopunctata,2,1.5719006725125468
st7,63-100,Buccella frigida,0,0
st7,63-100,Buccella sp.,0,0
st7,63-100,Capsammina bowmanni,16,12.575205380100375
st7,63-100,Cassidulina neoteretis,0,0
st7,63-100,Cassidulina reniforme,212,166.62147128632995
st7,63-100,Cassidulina sp.,0,0
st7,63-100,Cassidulina sp. morphotype 1,0,0
st7,63-100,Cassidulina sp. morphotype 2,0,0
st7,63-100,Cibicidoides lobatulus,0,0
st7,63-100,Cornuspira foliacea,0,0
st7,63-100,Cornuspira involvens,0,0
st7,63-100,Cornuspira sp.,0,0
st7,63-100,Cuneata arctica,4,3.1438013450250937
st7,63-100,Dentalina ittai,0,0
st7,63-100,Discorbina sp.,0,0
st7,63-100,Discorbinella bertheloti,0,0
st7,63-100,Eggerella advena,0,0
st7,63-100,Elphidium bartletti,0,0
st7,63-100,Elphidium clavatum,0,0
st7,63-100,Elphidium sp.,15,11.7892550438441
st7,63-100,Epistominella exigua,0,0
st7,63-100,Eponides sp.,0,0
st7,63-100,Fissurina sp.,2,1.5719006725125468
st7,63-100,Globobulimina auriculata,0,0
st7,63-100,Globobulimina sp.,0,0
st7,63-100,Globocassidulina sp.,1,0.7859503362562734
st7,63-100,Glomospira sp.,0,0
st7,63-100,Haplophragmoides sp.,0,0
st7,63-100,Hippocrepina sp. ,0,0
st7,63-100,Hormosina globulifera,0,0
st7,63-100,Hyalinonetrion sp.,0,0
st7,63-100,Islandiella helenae,0,0
st7,63-100,Islandiella norcrossi,0,0
st7,63-100,Islandiella sp.,0,0
st7,63-100,Labrospira crassimargo,0,0
st7,63-100,Lagena striata,0,0
st7,63-100,Lagenammina atlantica,0,0
st7,63-100,Leptohalysis scottii ,6,4.71570201753764
st7,63-100,Lotostomoides calomorpha,0,0
st7,63-100,Melonis cf. barleeanus,0,0
st7,63-100,Miliolinella circularis,0,0
st7,63-100,Miliolinella sp.,0,0
st7,63-100,Miliolinella sp. (juvenile),0,0
st7,63-100,Nonion commune,0,0
st7,63-100,Nonion sp.,0,0
st7,63-100,Nonionella digitata,0,0
st7,63-100,Nonionella turgida,0,0
st7,63-100,Nonionellina labradorica,0,0
st7,63-100,Paratrochammina sp.,0,0
st7,63-100,Procerolagena gracilis,0,0
st7,63-100,Psammosphaera fusca,0,0
st7,63-100,Pullenia cf. osloensis,0,0
st7,63-100,Pyrgo williamsoni,0,0
st7,63-100,Pyrulina cylindroides,8,6.287602690050187
st7,63-100,Pyrulina sp.,0,0
st7,63-100,Quinqueloculina arctica,0,0
st7,63-100,Quinqueloculina seminula,0,0
st7,63-100,Quinqueloculina stalkeri,42,33.009914122763476
st7,63-100,Recurvoides turbinatus,0,0
st7,63-100,Reophax catella,0,0
st7,63-100,Reophax fusiformis,0,0
st7,63-100,Reophax scorpiurus,0,0
st7,63-100,Reophax sp. ,0,0
st7,63-100,Robertina arctica,0,0
st7,63-100,Saccammina cf. sphaerica,0,0
st7,63-100,Silicosigmoilina groenlandica,0,0
st7,63-100,Siphonaperta agglutinata,0,0
st7,63-100,Spiroplectammina biformis,58,45.585119502863854
st7,63-100,Stainforthia feylingi,62,48.72892084788894
st7,63-100,Stainforthia loeblichi,0,0
st7,63-100,Textularia earlandi,258,202.7751867541185
st7,63-100,Textularia torquata,0,0
st7,63-100,Trifarina fluens,0,0
st7,63-100,Triloculina oblonga,2,1.5719006725125468
st7,63-100,Triloculina trihedra,0,0
st7,63-100,Trochammina inflata,0,0
st7,63-100,Trochammina sp.,0,0
st7,100-125,Adercotryma glomeratum,0,0
st7,100-125,Ammodiscus sp.,0,0
st7,100-125,Ammonia sp.,0,0
st7,100-125,Ammotium cassis,0,0
st7,100-125,Astrononion gallowayi,0,0
st7,100-125,Astrononion sp.,0,0
st7,100-125,Baculogypsinoides sp.,0,0
st7,100-125,Bolivina pseudopunctata,0,0
st7,100-125,Buccella frigida,0,0
st7,100-125,Buccella sp.,0,0
st7,100-125,Capsammina bowmanni,43,33.795864459019754
st7,100-125,Cassidulina neoteretis,0,0
st7,100-125,Cassidulina reniforme,113,88.81238799695889
st7,100-125,Cassidulina sp.,0,0
st7,100-125,Cassidulina sp. morphotype 1,0,0
st7,100-125,Cassidulina sp. morphotype 2,0,0
st7,100-125,Cibicidoides lobatulus,0,0
st7,100-125,Cornuspira foliacea,0,0
st7,100-125,Cornuspira involvens,0,0
st7,100-125,Cornuspira sp.,0,0
st7,100-125,Cuneata arctica,1,0.7859503362562734
st7,100-125,Dentalina ittai,0,0
st7,100-125,Discorbina sp.,0,0
st7,100-125,Discorbinella bertheloti,0,0
st7,100-125,Eggerella advena,0,0
st7,100-125,Elphidium bartletti,0,0
st7,100-125,Elphidium clavatum,0,0
st7,100-125,Elphidium sp.,4,3.1438013450250937
st7,100-125,Epistominella exigua,0,0
st7,100-125,Eponides sp.,0,0
st7,100-125,Fissurina sp.,0,0
st7,100-125,Globobulimina auriculata,0,0
st7,100-125,Globobulimina sp.,0,0
st7,100-125,Globocassidulina sp.,0,0
st7,100-125,Glomospira sp.,0,0
st7,100-125,Haplophragmoides sp.,0,0
st7,100-125,Hippocrepina sp. ,0,0
st7,100-125,Hormosina globulifera,0,0
st7,100-125,Hyalinonetrion sp.,0,0
st7,100-125,Islandiella helenae,0,0
st7,100-125,Islandiella norcrossi,0,0
st7,100-125,Islandiella sp.,0,0
st7,100-125,Labrospira crassimargo,0,0
st7,100-125,Lagena striata,0,0
st7,100-125,Lagenammina atlantica,0,0
st7,100-125,Leptohalysis scottii ,1,0.7859503362562734
st7,100-125,Lotostomoides calomorpha,0,0
st7,100-125,Melonis cf. barleeanus,0,0
st7,100-125,Miliolinella circularis,0,0
st7,100-125,Miliolinella sp.,0,0
st7,100-125,Miliolinella sp. (juvenile),0,0
st7,100-125,Nonion commune,0,0
st7,100-125,Nonion sp.,0,0
st7,100-125,Nonionella digitata,0,0
st7,100-125,Nonionella turgida,0,0
st7,100-125,Nonionellina labradorica,1,0.7859503362562734
st7,100-125,Paratrochammina sp.,0,0
st7,100-125,Procerolagena gracilis,0,0
st7,100-125,Psammosphaera fusca,0,0
st7,100-125,Pullenia cf. osloensis,0,0
st7,100-125,Pyrgo williamsoni,0,0
st7,100-125,Pyrulina cylindroides,3,2.35785100876882
st7,100-125,Pyrulina sp.,0,0
st7,100-125,Quinqueloculina arctica,0,0
st7,100-125,Quinqueloculina seminula,0,0
st7,100-125,Quinqueloculina stalkeri,15,11.7892550438441
st7,100-125,Recurvoides turbinatus,0,0
st7,100-125,Reophax catella,0,0
st7,100-125,Reophax fusiformis,0,0
st7,100-125,Reophax scorpiurus,0,0
st7,100-125,Reophax sp. ,0,0
st7,100-125,Robertina arctica,0,0
st7,100-125,Saccammina cf. sphaerica,0,0
st7,100-125,Silicosigmoilina groenlandica,0,0
st7,100-125,Siphonaperta agglutinata,0,0
st7,100-125,Spiroplectammina biformis,12,9.43140403507528
st7,100-125,Stainforthia feylingi,0,0
st7,100-125,Stainforthia loeblichi,0,0
st7,100-125,Textularia earlandi,78,61.30412622798932
st7,100-125,Textularia torquata,0,0
st7,100-125,Trifarina fluens,0,0
st7,100-125,Triloculina oblonga,2,1.5719006725125468
st7,100-125,Triloculina trihedra,0,0
st7,100-125,Trochammina inflata,0,0
st7,100-125,Trochammina sp.,0,0
st7,125-150,Adercotryma glomeratum,0,0
st7,125-150,Ammodiscus sp.,0,0
st7,125-150,Ammonia sp.,0,0
st7,125-150,Ammotium cassis,0,0
st7,125-150,Astrononion gallowayi,7,5.501652353793913
st7,125-150,Astrononion sp.,0,0
st7,125-150,Baculogypsinoides sp.,0,0
st7,125-150,Bolivina pseudopunctata,0,0
st7,125-150,Buccella frigida,0,0
st7,125-150,Buccella sp.,0,0
st7,125-150,Capsammina bowmanni,368,289.2297237423086
st7,125-150,Cassidulina neoteretis,0,0
st7,125-150,Cassidulina reniforme,160,125.75205380100374
st7,125-150,Cassidulina sp.,0,0
st7,125-150,Cassidulina sp. morphotype 1,0,0
st7,125-150,Cassidulina sp. morphotype 2,0,0
st7,125-150,Cibicidoides lobatulus,0,0
st7,125-150,Cornuspira foliacea,0,0
st7,125-150,Cornuspira involvens,0,0
st7,125-150,Cornuspira sp.,0,0
st7,125-150,Cuneata arctica,0,0
st7,125-150,Dentalina ittai,0,0
st7,125-150,Discorbina sp.,0,0
st7,125-150,Discorbinella bertheloti,0,0
st7,125-150,Eggerella advena,0,0
st7,125-150,Elphidium bartletti,0,0
st7,125-150,Elphidium clavatum,14,11.003304707587827
st7,125-150,Elphidium sp.,0,0
st7,125-150,Epistominella exigua,0,0
st7,125-150,Eponides sp.,0,0
st7,125-150,Fissurina sp.,0,0
st7,125-150,Globobulimina auriculata,0,0
st7,125-150,Globobulimina sp.,0,0
st7,125-150,Globocassidulina sp.,0,0
st7,125-150,Glomospira sp.,0,0
st7,125-150,Haplophragmoides sp.,0,0
st7,125-150,Hippocrepina sp. ,0,0
st7,125-150,Hormosina globulifera,0,0
st7,125-150,Hyalinonetrion sp.,2,1.5719006725125468
st7,125-150,Islandiella helenae,0,0
st7,125-150,Islandiella norcrossi,0,0
st7,125-150,Islandiella sp.,0,0
st7,125-150,Labrospira crassimargo,0,0
st7,125-150,Lagena striata,0,0
st7,125-150,Lagenammina atlantica,0,0
st7,125-150,Leptohalysis scottii ,0,0
st7,125-150,Lotostomoides calomorpha,0,0
st7,125-150,Melonis cf. barleeanus,0,0
st7,125-150,Miliolinella circularis,0,0
st7,125-150,Miliolinella sp.,0,0
st7,125-150,Miliolinella sp. (juvenile),0,0
st7,125-150,Nonion commune,0,0
st7,125-150,Nonion sp.,0,0
st7,125-150,Nonionella digitata,0,0
st7,125-150,Nonionella turgida,0,0
st7,125-150,Nonionellina labradorica,0,0
st7,125-150,Paratrochammina sp.,0,0
st7,125-150,Procerolagena gracilis,0,0
st7,125-150,Psammosphaera fusca,0,0
st7,125-150,Pullenia cf. osloensis,0,0
st7,125-150,Pyrgo williamsoni,0,0
st7,125-150,Pyrulina cylindroides,0,0
st7,125-150,Pyrulina sp.,0,0
st7,125-150,Quinqueloculina arctica,0,0
st7,125-150,Quinqueloculina seminula,0,0
st7,125-150,Quinqueloculina stalkeri,4,3.1438013450250937
st7,125-150,Recurvoides turbinatus,0,0
st7,125-150,Reophax catella,0,0
st7,125-150,Reophax fusiformis,0,0
st7,125-150,Reophax scorpiurus,0,0
st7,125-150,Reophax sp. ,0,0
st7,125-150,Robertina arctica,0,0
st7,125-150,Saccammina cf. sphaerica,0,0
st7,125-150,Silicosigmoilina groenlandica,0,0
st7,125-150,Siphonaperta agglutinata,0,0
st7,125-150,Spiroplectammina biformis,2,1.5719006725125468
st7,125-150,Stainforthia feylingi,0,0
st7,125-150,Stainforthia loeblichi,0,0
st7,125-150,Textularia earlandi,3,2.35785100876882
st7,125-150,Textularia torquata,0,0
st7,125-150,Trifarina fluens,0,0
st7,125-150,Triloculina oblonga,0,0
st7,125-150,Triloculina trihedra,0,0
st7,125-150,Trochammina inflata,0,0
st7,125-150,Trochammina sp.,0,0
st7,>150,Adercotryma glomeratum,0,0
st7,>150,Ammodiscus sp.,0,0
st7,>150,Ammonia sp.,0,0
st7,>150,Ammotium cassis,0,0
st7,>150,Astrononion gallowayi,0,0
st7,>150,Astrononion sp.,0,0
st7,>150,Baculogypsinoides sp.,0,0
st7,>150,Bolivina pseudopunctata,0,0
st7,>150,Buccella frigida,0,0
st7,>150,Buccella sp.,0,0
st7,>150,Capsammina bowmanni,167,131.25370615479767
st7,>150,Cassidulina neoteretis,0,0
st7,>150,Cassidulina reniforme,113,88.81238799695889
st7,>150,Cassidulina sp.,0,0
st7,>150,Cassidulina sp. morphotype 1,0,0
st7,>150,Cassidulina sp. morphotype 2,0,0
st7,>150,Cibicidoides lobatulus,0,0
st7,>150,Cornuspira foliacea,0,0
st7,>150,Cornuspira involvens,0,0
st7,>150,Cornuspira sp.,0,0
st7,>150,Cuneata arctica,0,0
st7,>150,Dentalina ittai,0,0
st7,>150,Discorbina sp.,0,0
st7,>150,Discorbinella bertheloti,0,0
st7,>150,Eggerella advena,0,0
st7,>150,Elphidium bartletti,0,0
st7,>150,Elphidium clavatum,3,2.35785100876882
st7,>150,Elphidium sp.,0,0
st7,>150,Epistominella exigua,0,0
st7,>150,Eponides sp.,0,0
st7,>150,Fissurina sp.,0,0
st7,>150,Globobulimina auriculata,0,0
st7,>150,Globobulimina sp.,0,0
st7,>150,Globocassidulina sp.,0,0
st7,>150,Glomospira sp.,0,0
st7,>150,Haplophragmoides sp.,0,0
st7,>150,Hippocrepina sp. ,0,0
st7,>150,Hormosina globulifera,0,0
st7,>150,Hyalinonetrion sp.,0,0
st7,>150,Islandiella helenae,0,0
st7,>150,Islandiella norcrossi,0,0
st7,>150,Islandiella sp.,0,0
st7,>150,Labrospira crassimargo,0,0
st7,>150,Lagena striata,0,0
st7,>150,Lagenammina atlantica,0,0
st7,>150,Leptohalysis scottii ,0,0
st7,>150,Lotostomoides calomorpha,0,0
st7,>150,Melonis cf. barleeanus,0,0
st7,>150,Miliolinella circularis,0,0
st7,>150,Miliolinella sp.,0,0
st7,>150,Miliolinella sp. (juvenile),0,0
st7,>150,Nonion commune,0,0
st7,>150,Nonion sp.,0,0
st7,>150,Nonionella digitata,0,0
st7,>150,Nonionella turgida,0,0
st7,>150,Nonionellina labradorica,0,0
st7,>150,Paratrochammina sp.,0,0
st7,>150,Procerolagena gracilis,0,0
st7,>150,Psammosphaera fusca,0,0
st7,>150,Pullenia cf. osloensis,0,0
st7,>150,Pyrgo williamsoni,0,0
st7,>150,Pyrulina cylindroides,0,0
st7,>150,Pyrulina sp.,0,0
st7,>150,Quinqueloculina arctica,0,0
st7,>150,Quinqueloculina seminula,0,0
st7,>150,Quinqueloculina stalkeri,4,3.1438013450250937
st7,>150,Recurvoides turbinatus,0,0
st7,>150,Reophax catella,0,0
st7,>150,Reophax fusiformis,1,0.7859503362562734
st7,>150,Reophax scorpiurus,0,0
st7,>150,Reophax sp. ,0,0
st7,>150,Robertina arctica,4,3.1438013450250937
st7,>150,Saccammina cf. sphaerica,2,1.5719006725125468
st7,>150,Silicosigmoilina groenlandica,0,0
st7,>150,Siphonaperta agglutinata,0,0
st7,>150,Spiroplectammina biformis,0,0
st7,>150,Stainforthia feylingi,0,0
st7,>150,Stainforthia loeblichi,0,0
st7,>150,Textularia earlandi,0,0
st7,>150,Textularia torquata,0,0
st7,>150,Trifarina fluens,0,0
st7,>150,Triloculina oblonga,2,1.5719006725125468
st7,>150,Triloculina trihedra,0,0
st7,>150,Trochammina inflata,0,0
st7,>150,Trochammina sp.,0,0
st8,63-100,Adercotryma glomeratum,104,81.73883497065243
st8,63-100,Ammodiscus sp.,0,0
st8,63-100,Ammonia sp.,0,0
st8,63-100,Ammotium cassis,0,0
st8,63-100,Astrononion gallowayi,0,0
st8,63-100,Astrononion sp.,237,186.2702296927368
st8,63-100,Baculogypsinoides sp.,0,0
st8,63-100,Bolivina pseudopunctata,365,286.87187273353976
st8,63-100,Buccella frigida,0,0
st8,63-100,Buccella sp.,0,0
st8,63-100,Capsammina bowmanni,0,0
st8,63-100,Cassidulina neoteretis,0,0
st8,63-100,Cassidulina reniforme,211,165.8355209500737
st8,63-100,Cassidulina sp.,0,0
st8,63-100,Cassidulina sp. morphotype 1,0,0
st8,63-100,Cassidulina sp. morphotype 2,3,2.35785100876882
st8,63-100,Cibicidoides lobatulus,0,0
st8,63-100,Cornuspira foliacea,0,0
st8,63-100,Cornuspira involvens,5,3.929751681281367
st8,63-100,Cornuspira sp.,0,0
st8,63-100,Cuneata arctica,192,150.90246456120448
st8,63-100,Dentalina ittai,0,0
st8,63-100,Discorbina sp.,0,0
st8,63-100,Discorbinella bertheloti,0,0
st8,63-100,Eggerella advena,35,27.508261768969568
st8,63-100,Elphidium bartletti,0,0
st8,63-100,Elphidium clavatum,0,0
st8,63-100,Elphidium sp.,8,6.287602690050187
st8,63-100,Epistominella exigua,139,109.24709673962198
st8,63-100,Eponides sp.,3,2.35785100876882
st8,63-100,Fissurina sp.,51,40.08346714906994
st8,63-100,Globobulimina auriculata,0,0
st8,63-100,Globobulimina sp.,3,2.35785100876882
st8,63-100,Globocassidulina sp.,0,0
st8,63-100,Glomospira sp.,3,2.35785100876882
st8,63-100,Haplophragmoides sp.,0,0
st8,63-100,Hippocrepina sp. ,0,0
st8,63-100,Hormosina globulifera,0,0
st8,63-100,Hyalinonetrion sp.,0,0
st8,63-100,Islandiella helenae,8,6.287602690050187
st8,63-100,Islandiella norcrossi,0,0
st8,63-100,Islandiella sp.,16,12.575205380100375
st8,63-100,Labrospira crassimargo,3,2.35785100876882
st8,63-100,Lagena striata,0,0
st8,63-100,Lagenammina atlantica,32,25.15041076020075
st8,63-100,Leptohalysis scottii ,0,0
st8,63-100,Lotostomoides calomorpha,8,6.287602690050187
st8,63-100,Melonis cf. barleeanus,277,217.70824314298773
